unix_timestamp,camera_id,vehicle_plate,vehicle_color,vehicle_type,vehicle_features
1787678310,Office Back Alley,CZA-9416,Black,Bus,[]
1787678370,Bookstore,XOW-5609,Gray,Sedan,"[""Sunroof"", ""Roof rack""]"
1787678430,Office Back Alley,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787678520,Bookstore,EJJ-5605,Red,Bus,"[""Tinted windows"", ""Aftermarket exhaust""]"
1787678520,Office Back Alley,CIU-8112,Maroon,Bus,"[""Dented rear bumper"", ""Tow hitch""]"
1787678550,Office Back Alley,VQJ-3851,Beige,Hatchback,[]
1787678580,Office Back Alley,DOP-3475,Silver,SUV,[]
1787678640,Office Back Alley,NKO-5227,Gray,Motorcycle,"[""Roof rack""]"
1787678670,Hospital,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787678670,Office Back Alley,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787678700,Hospital,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787678700,Bookstore,IMH-7658,Gray,Hatchback,"[""Tinted windows""]"
1787678730,Office Back Alley,OYU-1228,Maroon,Bus,[]
1787678730,Hospital,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787678760,Hospital,YJG-1440,Black,Sedan,"[""Tinted windows"", ""Bumper sticker""]"
1787678760,Office Back Alley,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787678790,Bookstore,YTG-6287,Green,Coupe,"[""Bumper sticker"", ""Tow hitch""]"
1787678820,Bookstore,QDH-4925,Red,Van,[]
1787678850,Bookstore,TXI-5471,White,Pickup Truck,[]
1787678880,Bookstore,QDH-4925,Red,Van,[]
1787678880,Hospital,BPU-4332,White,Motorcycle,[]
1787678880,Office Back Alley,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787678970,Office Back Alley,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787679000,Office Back Alley,BGW-3337,Silver,Bus,"[""Bumper sticker""]"
1787679030,Hospital,BPU-4332,White,Motorcycle,[]
1787679030,Hospital,AIT-2702,Blue,Pickup Truck,"[""Dented rear bumper"", ""Tow hitch""]"
1787679060,Office Back Alley,ZNI-4355,Blue,Coupe,[]
1787679090,Hospital,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787679150,Hospital,EVV-3567,Blue,SUV,"[""Aftermarket exhaust""]"
1787679180,Office Back Alley,EYH-6407,Black,Bus,"[""Custom rims"", ""Tinted windows""]"
1787679210,Office Back Alley,ZNI-4355,Blue,Coupe,[]
