unix_timestamp,camera_id,vehicle_plate,vehicle_color,vehicle_type,vehicle_features
1787642760,3,BLF-4771,Gray,Sedan,[]
1787642760,3,VQJ-3851,Beige,Hatchback,[]
1787642790,1,OYU-1228,Maroon,Bus,[]
1787642820,5,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787643120,2,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787643150,1,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787643240,5,UHR-2612,White,Pickup Truck,[]
1787643360,1,DOP-3475,Silver,SUV,[]
1787643360,5,BTZ-5167,Silver,Coupe,[]
1787643390,5,YJG-1440,Black,Sedan,"[""Tinted windows"", ""Bumper sticker""]"
1787643420,3,HQY-7996,Maroon,Motorcycle,[]
1787643510,1,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787643540,5,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787643540,5,EHW-3879,Maroon,Coupe,[]
1787643690,1,FHL-3560,Silver,Van,[]
1787643720,1,EQL-6876,Green,Bus,"[""Cracked windshield""]"
1787643750,1,DYT-5541,Maroon,Hatchback,[]
1787643780,2,RQA-7745,Red,Motorcycle,"[""Sunroof""]"
1787643810,5,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787643900,3,EYH-6407,Black,Bus,"[""Custom rims"", ""Tinted windows""]"
1787643960,5,BPU-4332,White,Motorcycle,[]
1787644020,5,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787644050,3,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
1787644050,1,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787644050,5,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787644050,5,BLF-4771,Gray,Sedan,[]
1787644080,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787644230,2,HQY-7996,Maroon,Motorcycle,[]
1787644260,4,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787644380,3,OYU-1228,Maroon,Bus,[]
1787644500,5,BLF-4771,Gray,Sedan,[]
1787644530,4,DOP-3475,Silver,SUV,[]
1787644620,5,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787644710,4,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787644710,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787644860,3,FCH-7617,Maroon,Sedan,[]
1787644890,4,DYT-5541,Maroon,Hatchback,[]
1787644950,3,DOP-3475,Silver,SUV,[]
1787644980,3,UHR-2612,White,Pickup Truck,[]
1787645040,5,BTZ-5167,Silver,Coupe,[]
1787645190,4,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787645220,5,YJG-1440,Black,Sedan,"[""Tinted windows"", ""Bumper sticker""]"
1787645250,5,EHW-3879,Maroon,Coupe,[]
1787645340,3,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787645490,3,VQJ-3851,Beige,Hatchback,[]
1787645550,3,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787645640,3,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787645700,3,BPU-4332,White,Motorcycle,[]
1787645730,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787645790,2,VJM-7944,Beige,Sedan,[]
1787645790,3,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787645790,3,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787646000,3,OYU-1228,Maroon,Bus,[]
1787646090,2,OYU-1228,Maroon,Bus,[]
1787646240,3,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
1787646240,3,EYH-6407,Black,Bus,"[""Custom rims"", ""Tinted windows""]"
1787646270,5,DOP-3475,Silver,SUV,[]
1787646300,5,BLF-4771,Gray,Sedan,[]
1787646330,5,BLF-4771,Gray,Sedan,[]
1787646360,5,VJM-7944,Beige,Sedan,[]
1787646390,5,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787646600,4,VQJ-3851,Beige,Hatchback,[]
1787646630,5,DYT-5541,Maroon,Hatchback,[]
1787646690,3,FCH-7617,Maroon,Sedan,[]
1787646780,2,YJG-1440,Black,Sedan,"[""Tinted windows"", ""Bumper sticker""]"
1787646810,2,EHW-3879,Maroon,Coupe,[]
1787646810,2,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787646930,5,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787646960,1,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787646990,4,HQY-7996,Maroon,Motorcycle,[]
1787646990,3,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787647230,3,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787647320,4,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
1787647380,5,VJM-7944,Beige,Sedan,[]
1787647470,3,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787647500,3,BPU-4332,White,Motorcycle,[]
1787647560,3,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787647680,5,OYU-1228,Maroon,Bus,[]
1787647830,2,DOP-3475,Silver,SUV,[]
1787647830,5,OYU-1228,Maroon,Bus,[]
1787647860,2,HQY-7996,Maroon,Motorcycle,[]
1787647860,2,BLF-4771,Gray,Sedan,[]
1787647950,2,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787647980,2,VJM-7944,Beige,Sedan,[]
1787647980,4,BLF-4771,Gray,Sedan,[]
1787648040,5,EYH-6407,Black,Bus,"[""Custom rims"", ""Tinted windows""]"
1787648100,4,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787648130,3,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787648310,5,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787648400,1,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787648400,5,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787648430,5,BTZ-5167,Silver,Coupe,[]
1787648490,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787648520,5,FCH-7617,Maroon,Sedan,[]
1787648970,1,OYU-1228,Maroon,Bus,[]
1787649060,5,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787649090,1,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787649570,2,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787649780,5,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787649870,5,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787650050,3,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787650170,3,BTZ-5167,Silver,Coupe,[]
1787650170,4,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787650290,5,DYT-5541,Maroon,Hatchback,[]
1787650620,2,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787651280,5,VJM-7944,Beige,Sedan,[]
1787651610,1,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787651670,5,OYU-1228,Maroon,Bus,[]
1787653080,3,VJM-7944,Beige,Sedan,[]
1787653200,3,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787654700,1,VJM-7944,Beige,Sedan,[]
1787654760,1,VJM-7944,Beige,Sedan,[]
1787655750,1,DOP-3475,Silver,SUV,[]
1787657340,3,DOP-3475,Silver,SUV,[]
1787677620,3,BTZ-5167,Silver,Coupe,[]
1787677650,3,DOP-3475,Silver,SUV,[]
1787677650,1,OYU-1228,Maroon,Bus,[]
1787677680,5,FCH-7617,Maroon,Sedan,[]
1787677830,1,VJM-7944,Beige,Sedan,[]
1787677830,1,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787677950,3,UHR-2612,White,Pickup Truck,[]
1787678010,5,OYU-1228,Maroon,Bus,[]
1787678040,2,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787678070,5,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787678130,2,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787678190,5,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787678310,3,BPU-4332,White,Motorcycle,[]
1787678460,3,DYT-5541,Maroon,Hatchback,[]
1787678550,5,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787678580,5,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787678670,2,OYU-1228,Maroon,Bus,[]
1787678760,5,HQY-7996,Maroon,Motorcycle,[]
1787679060,5,EYH-6407,Black,Bus,"[""Custom rims"", ""Tinted windows""]"
1787679060,5,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787679090,1,VJM-7944,Beige,Sedan,[]
1787679240,1,BTZ-5167,Silver,Coupe,[]
1787679240,2,FCH-7617,Maroon,Sedan,[]
1787679300,1,DOP-3475,Silver,SUV,[]
1787679330,4,VQJ-3851,Beige,Hatchback,[]
1787679420,1,AIT-2702,Blue,Pickup Truck,"[""Dented rear bumper"", ""Tow hitch""]"
1787679450,3,VJM-7944,Beige,Sedan,[]
1787679450,3,DOP-3475,Silver,SUV,[]
1787679480,3,DYT-5541,Maroon,Hatchback,[]
1787679570,2,EQL-6876,Green,Bus,"[""Cracked windshield""]"
1787679660,2,FHL-3560,Silver,Van,[]
1787679690,4,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
1787679840,2,BLF-4771,Gray,Sedan,[]
1787679930,1,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787679960,3,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787679960,2,EHW-3879,Maroon,Coupe,[]
1787680020,3,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787680080,2,RQA-7745,Red,Motorcycle,"[""Sunroof""]"
1787680140,5,EYH-6407,Black,Bus,"[""Custom rims"", ""Tinted windows""]"
1787680140,5,BPU-4332,White,Motorcycle,[]
1787680230,1,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787680260,3,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787680290,3,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787680320,3,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787680380,2,DYT-5541,Maroon,Hatchback,[]
1787680410,3,VQJ-3851,Beige,Hatchback,[]
1787680440,5,OYU-1228,Maroon,Bus,[]
1787680530,3,HQY-7996,Maroon,Motorcycle,[]
1787680770,3,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
1787680860,3,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787680890,5,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787681010,3,AIT-2702,Blue,Pickup Truck,"[""Dented rear bumper"", ""Tow hitch""]"
1787681040,5,UHR-2612,White,Pickup Truck,[]
1787681100,4,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787681130,1,DYT-5541,Maroon,Hatchback,[]
1787681160,4,BLF-4771,Gray,Sedan,[]
1787681160,5,EQL-6876,Green,Bus,"[""Cracked windshield""]"
1787681160,3,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787681220,4,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787681250,5,FHL-3560,Silver,Van,[]
1787681250,5,VJM-7944,Beige,Sedan,[]
1787681250,5,DOP-3475,Silver,SUV,[]
1787681280,4,HQY-7996,Maroon,Motorcycle,[]
1787681340,3,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787681430,5,BLF-4771,Gray,Sedan,[]
1787681490,3,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787681550,5,EHW-3879,Maroon,Coupe,[]
1787681640,1,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787681670,5,RQA-7745,Red,Motorcycle,"[""Sunroof""]"
1787681670,3,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787681700,2,EYH-6407,Black,Bus,"[""Custom rims"", ""Tinted windows""]"
1787681700,3,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787681820,3,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787681970,5,DYT-5541,Maroon,Hatchback,[]
1787682030,5,UHR-2612,White,Pickup Truck,[]
1787682150,3,VQJ-3851,Beige,Hatchback,[]
1787682240,2,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787682300,3,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787682390,1,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
1787682450,2,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787682480,5,EQL-6876,Green,Bus,"[""Cracked windshield""]"
1787682540,1,OYU-1228,Maroon,Bus,[]
1787682750,1,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787682840,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787682840,3,HQY-7996,Maroon,Motorcycle,[]
1787682900,5,BLF-4771,Gray,Sedan,[]
1787683020,5,HQY-7996,Maroon,Motorcycle,[]
1787683050,1,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787683050,5,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787683080,1,FCH-7617,Maroon,Sedan,[]
1787683110,5,BLF-4771,Gray,Sedan,[]
1787683140,5,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787683290,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787683410,5,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787683440,5,DOP-3475,Silver,SUV,[]
1787683470,1,VJM-7944,Beige,Sedan,[]
1787683530,5,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787683560,3,VQJ-3851,Beige,Hatchback,[]
1787683590,2,UHR-2612,White,Pickup Truck,[]
1787683710,5,FHL-3560,Silver,Van,[]
1787683890,5,VJM-7944,Beige,Sedan,[]
1787684130,3,OYU-1228,Maroon,Bus,[]
1787684130,2,YJG-1440,Black,Sedan,"[""Tinted windows"", ""Bumper sticker""]"
1787684160,3,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787684220,5,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787684220,3,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787684220,3,EQL-6876,Green,Bus,"[""Cracked windshield""]"
1787684340,5,DYT-5541,Maroon,Hatchback,[]
1787684400,2,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787684430,1,BTZ-5167,Silver,Coupe,[]
1787684490,1,HQY-7996,Maroon,Motorcycle,[]
1787684490,5,AIT-2702,Blue,Pickup Truck,"[""Dented rear bumper"", ""Tow hitch""]"
1787684520,5,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787684640,3,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787684670,3,FCH-7617,Maroon,Sedan,[]
1787684850,3,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787685060,3,VJM-7944,Beige,Sedan,[]
1787685180,5,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787685360,5,VQJ-3851,Beige,Hatchback,[]
1787685390,5,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787685450,2,VJM-7944,Beige,Sedan,[]
1787685450,3,FHL-3560,Silver,Van,[]
1787685480,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787685540,5,BPU-4332,White,Motorcycle,[]
1787685600,5,OYU-1228,Maroon,Bus,[]
1787685630,5,HQY-7996,Maroon,Motorcycle,[]
1787685720,5,YJG-1440,Black,Sedan,"[""Tinted windows"", ""Bumper sticker""]"
1787685810,3,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787685900,5,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787685900,2,DYT-5541,Maroon,Hatchback,[]
1787685960,5,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787686020,3,BTZ-5167,Silver,Coupe,[]
1787686140,1,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787686170,3,OYU-1228,Maroon,Bus,[]
1787686260,3,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787686290,3,EQL-6876,Green,Bus,"[""Cracked windshield""]"
1787686470,5,VQJ-3851,Beige,Hatchback,[]
1787686530,5,DOP-3475,Silver,SUV,[]
1787686530,2,AIT-2702,Blue,Pickup Truck,"[""Dented rear bumper"", ""Tow hitch""]"
1787686620,3,FHL-3560,Silver,Van,[]
1787686770,5,RQA-7745,Red,Motorcycle,"[""Sunroof""]"
1787686830,5,EHW-3879,Maroon,Coupe,[]
1787687040,2,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787687100,2,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787687130,3,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787687160,2,BPU-4332,White,Motorcycle,[]
1787687190,2,HQY-7996,Maroon,Motorcycle,[]
1787687190,3,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787687400,3,OYU-1228,Maroon,Bus,[]
1787687430,5,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787687430,5,BLF-4771,Gray,Sedan,[]
1787687460,1,UHR-2612,White,Pickup Truck,[]
1787687460,1,EWE-8741,Blue,Bus,"[""Custom rims""]"
1787687640,3,FCH-7617,Maroon,Sedan,[]
1787687730,3,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787687730,5,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787687880,3,OYU-1228,Maroon,Bus,[]
1787687910,1,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
1787688030,2,VQJ-3851,Beige,Hatchback,[]
1787688030,3,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787688120,5,BLF-4771,Gray,Sedan,[]
1787688240,1,FHL-3560,Silver,Van,[]
1787688270,3,DOP-3475,Silver,SUV,[]
1787688300,1,DOP-3475,Silver,SUV,[]
1787688450,2,EHW-3879,Maroon,Coupe,[]
1787688510,3,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787688570,3,RQA-7745,Red,Motorcycle,"[""Sunroof""]"
1787688660,3,BTZ-5167,Silver,Coupe,[]
1787688690,5,HYS-9092,Gray,Coupe,"[""Roof rack"", ""Dented rear bumper""]"
1787688720,5,VJM-7944,Beige,Sedan,[]
1787688810,1,LHA-6933,Gray,Bus,"[""Missing hubcap""]"
1787688870,3,OYU-1228,Maroon,Bus,[]
1787688960,5,EQL-6876,Green,Bus,"[""Cracked windshield""]"
1787689020,5,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787689050,3,UHR-2612,White,Pickup Truck,[]
1787689170,3,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787689200,2,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787689470,3,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787689500,3,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
1787689530,1,OYU-1228,Maroon,Bus,[]
1787689680,2,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787689740,2,BLF-4771,Gray,Sedan,[]
1787689770,5,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787689770,5,YJG-1440,Black,Sedan,"[""Tinted windows"", ""Bumper sticker""]"
1787689770,3,FCH-7617,Maroon,Sedan,[]
1787689890,3,DOP-3475,Silver,SUV,[]
1787689920,5,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787689920,2,HQY-7996,Maroon,Motorcycle,[]
1787689950,5,BLF-4771,Gray,Sedan,[]
1787689980,5,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787690130,3,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787690190,3,RQA-7745,Red,Motorcycle,"[""Sunroof""]"
1787690220,2,OYU-1228,Maroon,Bus,[]
1787690310,5,KES-9323,Maroon,Bus,"[""Spoiler"", ""Missing hubcap""]"
1787690520,1,OYU-1228,Maroon,Bus,[]
1787690580,2,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787690760,1,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787690790,5,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787690790,3,DOP-3475,Silver,SUV,[]
1787690880,5,EUA-8367,Gold,Motorcycle,"[""Ladder rack""]"
1787691060,3,DOP-3475,Silver,SUV,[]
1787691180,1,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787691210,5,FYR-2853,Gold,SUV,"[""Missing hubcap"", ""Aftermarket exhaust""]"
1787691270,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787691360,1,FCH-7617,Maroon,Sedan,[]
1787691390,2,YJG-1440,Black,Sedan,"[""Tinted windows"", ""Bumper sticker""]"
1787691450,1,VJM-7944,Beige,Sedan,[]
1787691510,5,HQY-7996,Maroon,Motorcycle,[]
1787691540,3,BTZ-5167,Silver,Coupe,[]
1787691600,5,RBG-4071,Blue,Bus,"[""Bumper sticker"", ""Ladder rack""]"
1787691630,1,DYT-5541,Maroon,Hatchback,[]
1787691720,3,RRC-4766,Blue,Coupe,"[""Tinted windows"", ""Tow hitch""]"
1787691780,3,IRY-6538,Gold,Coupe,"[""Sunroof"", ""Custom rims""]"
1787691780,1,TQP-8061,Silver,Hatchback,"[""Tinted windows""]"
1787691810,5,OYU-1228,Maroon,Bus,[]
1787691840,5,ZFD-3277,Green,Hatchback,"[""Bumper sticker"", ""Missing hubcap""]"
1787692170,5,UHR-2612,White,Pickup Truck,[]
1787692170,3,RQA-7745,Red,Motorcycle,"[""Sunroof""]"
1787692350,3,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787692410,2,AIT-2702,Blue,Pickup Truck,"[""Dented rear bumper"", ""Tow hitch""]"
1787692410,1,DOP-3475,Silver,SUV,[]
1787692440,5,OGN-4489,Black,Pickup Truck,"[""Aftermarket exhaust"", ""Custom rims""]"
1787692500,3,RRT-3341,Red,Sedan,"[""Tinted windows"", ""Dented rear bumper""]"
