unix_timestamp,camera_id,vehicle_plate,vehicle_color,vehicle_type,vehicle_features
"2026-08-27T17:24:00",2,LPC1,Rainbow,FORD F-150,"[""Banana in tailpipe""]"
"2026-08-27T18:51:00",4,LPC1,Rainbow,FORD F-150,"[""Banana in tailpipe""]"
"2026-08-27T20:13:30",1,LPC1,Rainbow,FORD F-150,"[""Banana in tailpipe""]"
"2026-08-27T21:48:00",3,LPC1,Rainbow,FORD F-150,"[""Banana in tailpipe""]"
"2026-08-27T23:32:00",5,LPC1,Rainbow,FORD F-150,"[""Banana in tailpipe""]"
"2026-08-27T08:15:59",2,LPC2,Green,VAN,[]
"2026-08-27T08:17:01",3,LPC2,Green,VAN,[]
"2026-08-27T08:17:25",5,LPC2,Green,VAN,[]
"2026-08-28T05:59:50",5,OUTATIME,Silver,DELOREAN,"[""Exposed wires"", ""Heavy modifications"", ""Bullet holes""]"
"2026-08-26T09:09:05",3,MEA201,Mint Green,BUICK SKYLARK,"[""Uneven tire marks""]"
"2026-08-27T06:31:30",1,DLR,Tan,SIERRA,"[""Empty license plate holder"", ""Paper tag on window""]"
"2026-08-25T06:31:28",1,ASSMAN,Green,SEDAN,[]
"2026-08-25T017:35:00",1,ASSMAN,Green,SEDAN,[]
"2026-08-26T06:32:22",1,ASSMAN,Green,SEDAN,[]
"2026-08-26T017:34:11",1,ASSMAN,Green,SEDAN,[]
"2026-08-27T06:29:20",1,ASSMAN,Green,SEDAN,[]
"2026-08-27T017:34:15",1,ASSMAN,Green,SEDAN,[]
"2026-08-25T19:31:28",4,EX-CON,Blue,MUSCLE CAR,[]
"2026-08-25T19:35:20",5,EX-CON,Blue,MUSCLE CAR,[]
"2026-08-25T19:36:15",2,EX-CON,Blue,MUSCLE CAR,[]
